Company,Job Title,Location,Remote,Experience Level,Date Posted,Easy Apply,Applicants,Required Skills,Salary
Peroptyx,Data Scientist,Italy,Yes,Freelance,2025-02-16,Yes,462,"ETL, Python, Tableau, Big Data, Data Visualization, Excel",€35K - €45K
Talent Glider,Data Analyst,UAE,No,Mid-level,2025-02-08,Yes,265,"Power BI, Statistics, Tableau, Python",$50K - $70K
Peroptyx,Data Scientist,Nigeria,No,Internship,2025-02-10,No,85,"ETL, Statistics, Data Visualization, Machine Learning, Python",£40K - £50K
TELUS Digital,Data Scientist,Germany,Yes,Freelance,2025-02-16,Yes,264,"Big Data, ETL, Power BI",$70K - $90K
Binance,Online Data Analyst,Italy,No,Freelance,2025-02-05,No,316,"Statistics, Data Visualization, SQL",£30K - £40K
Cochrane,Data Analyst,France,Yes,Trainee,2025-02-06,Yes,462,"Statistics, Python, Power BI, Data Visualization, ETL, Big Data",€35K - €45K
Talent Glider,Data Scientist,Poland,No,Internship,2025-02-21,Yes,84,"Data Visualization, Big Data, Statistics, SQL",€35K - €45K
TELUS Digital,Freelance Online Data Analyst,Spain,No,Entry-level,2025-02-03,Yes,364,"ETL, Excel, SQL",$70K - $90K
Cochrane,Data Scientist,Portugal,Yes,Trainee,2025-02-09,No,343,"Machine Learning, Python, Excel, Tableau, SQL, Data Visualization",€50K - €60K
CONNECTMETA.AI,Data Scientist,Portugal,No,Freelance,2025-02-10,Yes,145,"Power BI, Statistics, Python, Data Visualization, Machine Learning",€50K - €60K
Oeson Learning™,Freelance Online Data Analyst,UAE,Yes,Trainee,2025-02-17,Yes,404,"Statistics, SQL, Machine Learning, ETL",Not Disclosed
Binance,Sustainability Data Analyst,Saudi Arabia,Yes,Entry-level,2025-01-24,No,298,"SQL, Excel, Data Visualization, Statistics, Machine Learning, ETL",€50K - €60K
Cochrane,Data Scientist,Saudi Arabia,Yes,Entry-level,2025-01-27,No,180,"Big Data, Python, Tableau, Machine Learning, Data Visualization, SQL",Not Disclosed
Talent Glider,Online Data Analyst,United Kingdom,Yes,Internship,2025-02-04,Yes,382,"ETL, Tableau, Machine Learning",$70K - $90K
Binance,Trainee Data Analyst,Spain,No,Internship,2025-01-30,No,201,"Big Data, Power BI, Excel, SQL",€50K - €60K
Cochrane,Freelance Online Data Analyst,United Kingdom,No,Freelance,2025-02-14,Yes,397,"SQL, Tableau, Big Data, Power BI, ETL",€50K - €60K
Oeson Learning™,Data Scientist,Portugal,No,Freelance,2025-01-31,No,485,"Power BI, Statistics, Machine Learning, ETL",€35K - €45K
Talent Glider,Online Data Analyst,Saudi Arabia,No,Internship,2025-01-31,No,46,"ETL, Data Visualization, Excel, Machine Learning, Python",$70K - $90K
Peroptyx,Freelance Online Data Analyst,UAE,Yes,Senior,2025-01-29,Yes,403,"ETL, Statistics, SQL, Excel, Tableau",€50K - €60K
CONNECTMETA.AI,Data Science Intern,Norway,No,Internship,2025-02-05,No,79,"Python, Statistics, Data Visualization, Excel, Big Data, Power BI",Not Disclosed
CapsLock,Data Analyst,France,No,Freelance,2025-02-17,Yes,160,"ETL, Data Visualization, SQL",Not Disclosed
Dataleum,Online Data Analyst,Saudi Arabia,Yes,Entry-level,2025-02-04,No,289,"Power BI, Statistics, Machine Learning, Big Data, Data Visualization, Tableau",€35K - €45K
Talent Glider,Trainee Data Analyst,Nigeria,No,Internship,2025-02-17,No,197,"Excel, Data Visualization, Tableau",Not Disclosed
Found By Few,Data Analyst,UAE,Yes,Trainee,2025-02-22,Yes,427,"Python, Machine Learning, Data Visualization, Power BI, ETL, SQL",€50K - €60K
CapsLock,Sustainability Data Analyst,Saudi Arabia,No,Internship,2025-02-19,No,61,"SQL, Power BI, Machine Learning, Python, Big Data, Data Visualization",$70K - $90K
TELUS Digital,Sustainability Data Analyst,Norway,No,Freelance,2025-01-30,No,251,"Excel, Machine Learning, Power BI",£40K - £50K
Cochrane,Sustainability Data Analyst,Nigeria,Yes,Fellowship,2025-02-07,No,243,"Excel, SQL, Data Visualization, Python",€35K - €45K
Peroptyx,Sustainability Data Analyst,Nigeria,Yes,Trainee,2025-01-26,Yes,466,"Tableau, Python, Data Visualization, Machine Learning, SQL",$70K - $90K
CapsLock,Freelance Online Data Analyst,France,Yes,Senior,2025-02-08,Yes,469,"Data Visualization, Excel, Power BI, Statistics, Machine Learning, Tableau",$70K - $90K
Cochrane,Data Analyst,United Kingdom,No,Mid-level,2025-01-25,Yes,42,"Excel, Tableau, Machine Learning, Power BI, Statistics, SQL",$50K - $70K
CONNECTMETA.AI,Data Analyst,Italy,Yes,Freelance,2025-01-24,No,148,"Data Visualization, ETL, Big Data, Statistics, Power BI",€35K - €45K
Peroptyx,Online Data Analyst,Poland,No,Senior,2025-02-02,Yes,321,"Statistics, Tableau, ETL, Power BI, Excel",$50K - $70K
Dataleum,Freelance Online Data Analyst,Spain,No,Trainee,2025-02-22,No,130,"Big Data, Power BI, Tableau, Python, Data Visualization, ETL",€35K - €45K
Binance,Online Data Analyst,Nigeria,No,Freelance,2025-02-03,No,276,"ETL, Big Data, Machine Learning, Statistics, Excel",Not Disclosed
Binance,Data Analyst,Portugal,No,Trainee,2025-02-17,Yes,205,"Python, Statistics, Excel",Not Disclosed
Talent Glider,Data Scientist,Ireland,No,Entry-level,2025-02-04,Yes,325,"Machine Learning, Tableau, Excel",€50K - €60K
Talent Glider,Trainee Data Analyst,Spain,No,Mid-level,2025-02-03,No,277,"Data Visualization, Big Data, Statistics, Excel, Power BI",$50K - $70K
Binance,Sustainability Data Analyst,Norway,No,Internship,2025-02-09,Yes,367,"Data Visualization, Python, ETL, Power BI, Statistics, Excel",$70K - $90K
Oeson Learning™,Sustainability Data Analyst,Spain,Yes,Fellowship,2025-02-17,Yes,73,"Tableau, SQL, Data Visualization",£30K - £40K
Cochrane,Data Scientist,Spain,No,Entry-level,2025-01-31,No,379,"ETL, Big Data, Statistics, Tableau, Excel, Machine Learning",$70K - $90K
Peroptyx,Trainee Data Analyst,Spain,No,Mid-level,2025-01-26,Yes,266,"Tableau, Data Visualization, Machine Learning, Excel, ETL",£30K - £40K
TELUS Digital,Data Science Intern,Saudi Arabia,No,Fellowship,2025-02-17,No,355,"Data Visualization, SQL, Machine Learning",$50K - $70K
TELUS Digital,Data Science Intern,Poland,Yes,Entry-level,2025-01-30,No,207,"Big Data, Data Visualization, SQL, Tableau, Machine Learning",€35K - €45K
CapsLock,Freelance Online Data Analyst,France,Yes,Senior,2025-01-30,Yes,435,"SQL, Tableau, Python",Not Disclosed
CONNECTMETA.AI,Data Scientist,Nigeria,No,Fellowship,2025-01-27,No,307,"Machine Learning, Big Data, Tableau, Power BI, Data Visualization",€35K - €45K
Binance,Sustainability Data Analyst,France,No,Senior,2025-02-17,No,150,"Data Visualization, Statistics, Excel",$50K - $70K
Peroptyx,Online Data Analyst,Ireland,No,Internship,2025-02-15,No,339,"Statistics, Excel, ETL",£30K - £40K
Oeson Learning™,Data Analyst,Germany,Yes,Senior,2025-01-26,Yes,384,"Tableau, Big Data, ETL, Statistics, Power BI",$70K - $90K
Oeson Learning™,Online Data Analyst,United Kingdom,Yes,Mid-level,2025-02-03,No,236,"Machine Learning, SQL, Python, Statistics",Not Disclosed
Binance,Data Analyst,Italy,No,Freelance,2025-02-15,Yes,307,"Statistics, SQL, Python, Excel, ETL, Big Data",Not Disclosed
Cochrane,Freelance Online Data Analyst,Nigeria,No,Internship,2025-02-01,No,229,"Python, Machine Learning, Power BI",€50K - €60K
CapsLock,Freelance Online Data Analyst,Saudi Arabia,No,Senior,2025-01-31,Yes,480,"Python, Tableau, SQL, Machine Learning",€50K - €60K
Binance,Data Science Intern,Spain,No,Internship,2025-02-12,Yes,228,"Python, Statistics, Excel, ETL, Big Data, SQL",$50K - $70K
Found By Few,Freelance Online Data Analyst,Nigeria,Yes,Trainee,2025-02-06,No,494,"Power BI, SQL, Tableau, Statistics, Machine Learning",Not Disclosed
CapsLock,Data Scientist,United Kingdom,No,Freelance,2025-02-10,No,376,"Python, Data Visualization, SQL, Power BI",£40K - £50K
Found By Few,Data Analyst,Italy,Yes,Senior,2025-01-24,No,192,"Statistics, Machine Learning, Data Visualization, SQL, Power BI",£30K - £40K
Talent Glider,Data Scientist,Saudi Arabia,No,Fellowship,2025-02-17,No,151,"ETL, Big Data, Data Visualization",$50K - $70K
Peroptyx,Sustainability Data Analyst,Poland,Yes,Freelance,2025-02-08,No,397,"Excel, Python, Machine Learning, SQL",£30K - £40K
CapsLock,Data Scientist,Norway,No,Internship,2025-02-18,Yes,31,"Data Visualization, Excel, Python, Tableau, ETL",$70K - $90K
Cochrane,Sustainability Data Analyst,Portugal,No,Senior,2025-01-26,Yes,250,"ETL, Power BI, Machine Learning, SQL, Data Visualization, Excel",£40K - £50K
Peroptyx,Data Scientist,Saudi Arabia,No,Fellowship,2025-02-09,Yes,352,"Big Data, Statistics, SQL, Machine Learning, Power BI",€35K - €45K
Found By Few,Sustainability Data Analyst,Ireland,No,Internship,2025-02-13,Yes,423,"SQL, Tableau, Python, Power BI, Machine Learning, Big Data",$50K - $70K
CONNECTMETA.AI,Sustainability Data Analyst,Spain,No,Entry-level,2025-01-24,No,155,"Data Visualization, SQL, Tableau",$70K - $90K
Binance,Online Data Analyst,Germany,No,Mid-level,2025-02-21,No,12,"Power BI, ETL, Machine Learning",£30K - £40K
Talent Glider,Data Analyst,UAE,No,Fellowship,2025-02-15,No,414,"Statistics, Big Data, Excel, SQL",$70K - $90K
Peroptyx,Online Data Analyst,United Kingdom,No,Senior,2025-02-01,Yes,483,"Data Visualization, SQL, ETL",Not Disclosed
Binance,Data Scientist,Germany,Yes,Internship,2025-01-27,No,266,"Power BI, SQL, Statistics, ETL, Excel, Data Visualization",$70K - $90K
Cochrane,Online Data Analyst,Nigeria,No,Mid-level,2025-02-11,Yes,163,"ETL, Machine Learning, Data Visualization, Python",€35K - €45K
Cochrane,Online Data Analyst,United Kingdom,Yes,Trainee,2025-02-22,No,418,"Data Visualization, SQL, Statistics, Tableau",$70K - $90K
CapsLock,Online Data Analyst,Ireland,No,Senior,2025-02-03,No,394,"SQL, ETL, Tableau, Python, Power BI",Not Disclosed
CONNECTMETA.AI,Data Science Intern,Ireland,No,Internship,2025-02-08,Yes,341,"ETL, Machine Learning, Excel, Python, Statistics, SQL",$70K - $90K
Found By Few,Trainee Data Analyst,UAE,No,Mid-level,2025-02-18,No,254,"ETL, Excel, Python, Machine Learning, Tableau, SQL",$50K - $70K
Peroptyx,Data Scientist,UAE,No,Entry-level,2025-01-25,No,195,"Excel, Machine Learning, Tableau",£30K - £40K
Cochrane,Online Data Analyst,UAE,Yes,Senior,2025-02-08,Yes,469,"ETL, Excel, Tableau, SQL, Machine Learning",€50K - €60K
CONNECTMETA.AI,Online Data Analyst,Italy,Yes,Trainee,2025-02-09,Yes,208,"Statistics, Excel, Big Data, Data Visualization, SQL, Machine Learning",£30K - £40K
CONNECTMETA.AI,Data Analyst,Saudi Arabia,No,Mid-level,2025-02-04,No,103,"Tableau, Data Visualization, Machine Learning, Excel, SQL",€50K - €60K
Peroptyx,Data Scientist,Nigeria,No,Entry-level,2025-02-19,Yes,234,"Tableau, Excel, ETL",€35K - €45K
CONNECTMETA.AI,Trainee Data Analyst,Nigeria,No,Senior,2025-02-08,No,384,"Machine Learning, SQL, Excel",€50K - €60K
CONNECTMETA.AI,Online Data Analyst,Portugal,Yes,Mid-level,2025-02-02,No,335,"Excel, Big Data, ETL, Data Visualization",$70K - $90K
Oeson Learning™,Online Data Analyst,France,Yes,Internship,2025-02-09,No,468,"Statistics, Power BI, Python, Big Data",Not Disclosed
Cochrane,Online Data Analyst,Germany,Yes,Fellowship,2025-02-11,Yes,105,"Python, SQL, ETL, Statistics, Tableau",$50K - $70K
Peroptyx,Trainee Data Analyst,Portugal,No,Trainee,2025-01-27,No,16,"SQL, Machine Learning, ETL",£40K - £50K
Found By Few,Online Data Analyst,France,No,Mid-level,2025-02-13,No,464,"Power BI, Python, Machine Learning, SQL, Data Visualization, Big Data",€35K - €45K
Cochrane,Data Scientist,Italy,Yes,Fellowship,2025-02-20,Yes,354,"Big Data, Tableau, Machine Learning, Power BI, Data Visualization, Statistics",€50K - €60K
CONNECTMETA.AI,Data Scientist,Germany,Yes,Entry-level,2025-02-22,Yes,124,"Data Visualization, Big Data, Python, Tableau, Statistics",Not Disclosed
Oeson Learning™,Freelance Online Data Analyst,France,No,Fellowship,2025-02-14,Yes,339,"Excel, Statistics, Machine Learning",$70K - $90K
CONNECTMETA.AI,Data Science Intern,Portugal,Yes,Fellowship,2025-02-04,No,113,"SQL, Excel, Python",€35K - €45K
CONNECTMETA.AI,Freelance Online Data Analyst,Portugal,No,Mid-level,2025-01-25,Yes,427,"Machine Learning, Power BI, Python, Big Data, Statistics, SQL",$50K - $70K
Cochrane,Trainee Data Analyst,Nigeria,Yes,Fellowship,2025-02-17,Yes,299,"Big Data, Power BI, Machine Learning, Python",$50K - $70K
Dataleum,Sustainability Data Analyst,Spain,No,Trainee,2025-02-19,No,343,"Python, Machine Learning, Power BI, Statistics, Big Data",$50K - $70K
Peroptyx,Data Science Intern,UAE,Yes,Entry-level,2025-02-13,No,48,"Statistics, Python, Data Visualization, Power BI, ETL, SQL",€35K - €45K
Cochrane,Online Data Analyst,Italy,No,Trainee,2025-02-01,No,481,"Tableau, Data Visualization, Python, SQL",Not Disclosed
CapsLock,Online Data Analyst,Ireland,Yes,Senior,2025-02-11,No,94,"ETL, Big Data, Tableau",£40K - £50K
Found By Few,Freelance Online Data Analyst,Nigeria,Yes,Mid-level,2025-02-20,Yes,252,"SQL, Tableau, Python, Data Visualization",£30K - £40K
Found By Few,Data Analyst,France,Yes,Entry-level,2025-02-06,No,383,"Machine Learning, Tableau, Excel",€50K - €60K
Found By Few,Trainee Data Analyst,UAE,No,Freelance,2025-02-16,No,80,"SQL, Tableau, ETL, Machine Learning, Big Data, Statistics",Not Disclosed
Peroptyx,Sustainability Data Analyst,UAE,No,Trainee,2025-02-22,Yes,437,"Data Visualization, Tableau, SQL, ETL",$50K - $70K
Binance,Trainee Data Analyst,Italy,No,Trainee,2025-02-22,Yes,180,"SQL, Data Visualization, Big Data, Power BI, Python, Tableau",€50K - €60K
Talent Glider,Sustainability Data Analyst,Ireland,Yes,Entry-level,2025-02-18,Yes,261,"Data Visualization, Python, SQL, Statistics",€35K - €45K
CONNECTMETA.AI,Data Scientist,France,No,Internship,2025-02-17,No,412,"Machine Learning, Data Visualization, Python, ETL",$50K - $70K
CONNECTMETA.AI,Trainee Data Analyst,UAE,No,Entry-level,2025-02-02,No,336,"Python, Statistics, Data Visualization",€35K - €45K
TELUS Digital,Trainee Data Analyst,Ireland,Yes,Freelance,2025-02-09,Yes,66,"Big Data, Python, Data Visualization, Excel",£40K - £50K
Peroptyx,Trainee Data Analyst,Italy,Yes,Entry-level,2025-02-13,No,485,"Big Data, Excel, SQL, Python",€35K - €45K
TELUS Digital,Data Science Intern,Nigeria,Yes,Mid-level,2025-02-03,No,169,"Data Visualization, Power BI, Big Data, Python",€35K - €45K
CONNECTMETA.AI,Online Data Analyst,France,No,Senior,2025-02-12,No,282,"SQL, Tableau, ETL, Python",€35K - €45K
CapsLock,Data Scientist,UAE,Yes,Entry-level,2025-02-08,No,25,"ETL, Power BI, Tableau, Python, SQL",€50K - €60K
Binance,Data Analyst,Italy,Yes,Freelance,2025-01-30,No,362,"Data Visualization, ETL, Power BI, Tableau",$50K - $70K
TELUS Digital,Trainee Data Analyst,Ireland,Yes,Freelance,2025-02-07,No,38,"Power BI, Tableau, Statistics",Not Disclosed
CONNECTMETA.AI,Data Analyst,Italy,Yes,Mid-level,2025-02-07,Yes,121,"Python, Statistics, SQL",€50K - €60K
Peroptyx,Online Data Analyst,Poland,No,Entry-level,2025-02-11,Yes,398,"Machine Learning, SQL, Python, Data Visualization",£30K - £40K
TELUS Digital,Trainee Data Analyst,Saudi Arabia,No,Internship,2025-02-19,No,326,"Machine Learning, Tableau, Power BI, Data Visualization",$50K - $70K
Oeson Learning™,Data Science Intern,Nigeria,No,Trainee,2025-02-20,Yes,294,"SQL, Tableau, Data Visualization, Python",$70K - $90K
Peroptyx,Data Analyst,France,No,Entry-level,2025-01-25,No,113,"SQL, Tableau, Machine Learning, Excel",€35K - €45K
Oeson Learning™,Freelance Online Data Analyst,Ireland,No,Trainee,2025-02-10,Yes,445,"Excel, ETL, Machine Learning",€50K - €60K
Cochrane,Data Analyst,Germany,No,Entry-level,2025-02-09,No,405,"ETL, Big Data, SQL, Python, Power BI",Not Disclosed
Peroptyx,Data Science Intern,Spain,No,Mid-level,2025-02-12,Yes,337,"Tableau, Power BI, ETL",Not Disclosed
Peroptyx,Data Analyst,UAE,No,Trainee,2025-01-24,No,255,"Big Data, Data Visualization, Python, ETL, Excel",€50K - €60K
Binance,Data Scientist,Saudi Arabia,No,Freelance,2025-02-20,Yes,90,"Excel, Big Data, SQL, Python, Machine Learning",$70K - $90K
Found By Few,Freelance Online Data Analyst,UAE,Yes,Entry-level,2025-02-08,Yes,316,"Python, SQL, Machine Learning, Power BI, Big Data, Tableau",$50K - $70K
Cochrane,Data Analyst,Norway,Yes,Entry-level,2025-02-01,Yes,361,"Excel, ETL, SQL, Machine Learning, Tableau",£40K - £50K
Dataleum,Sustainability Data Analyst,Poland,No,Trainee,2025-02-14,Yes,26,"Data Visualization, Machine Learning, SQL, Statistics",£40K - £50K
Binance,Data Analyst,Saudi Arabia,No,Fellowship,2025-02-19,Yes,94,"Data Visualization, Machine Learning, Tableau, SQL, Big Data",$70K - $90K
Dataleum,Data Analyst,Ireland,Yes,Fellowship,2025-02-16,No,269,"Statistics, Data Visualization, Excel, Tableau",£30K - £40K
Talent Glider,Sustainability Data Analyst,Germany,No,Mid-level,2025-01-27,No,61,"Power BI, Python, SQL, Data Visualization, Statistics",£40K - £50K
Binance,Trainee Data Analyst,Germany,Yes,Senior,2025-02-17,Yes,80,"Big Data, Statistics, SQL, Machine Learning",€35K - €45K
Found By Few,Freelance Online Data Analyst,United Kingdom,No,Fellowship,2025-02-20,No,287,"Excel, Data Visualization, Tableau, Machine Learning",$70K - $90K
Dataleum,Online Data Analyst,Germany,Yes,Fellowship,2025-02-10,Yes,86,"Statistics, ETL, Python, Data Visualization, Power BI, Excel",$50K - $70K
TELUS Digital,Data Science Intern,United Kingdom,No,Senior,2025-01-25,No,333,"Power BI, Python, Tableau, Big Data",$70K - $90K
Found By Few,Sustainability Data Analyst,UAE,Yes,Entry-level,2025-01-25,Yes,252,"Power BI, Python, Tableau, Machine Learning, Excel, SQL",£30K - £40K
TELUS Digital,Data Scientist,Portugal,No,Entry-level,2025-02-13,Yes,391,"Machine Learning, ETL, Statistics",£40K - £50K
TELUS Digital,Data Science Intern,Poland,Yes,Mid-level,2025-02-06,No,170,"Python, Big Data, Tableau",£40K - £50K
Talent Glider,Trainee Data Analyst,France,Yes,Entry-level,2025-01-25,Yes,158,"Tableau, Machine Learning, Data Visualization, Python",$70K - $90K
TELUS Digital,Freelance Online Data Analyst,Germany,No,Mid-level,2025-01-30,Yes,326,"Data Visualization, ETL, SQL, Excel",$70K - $90K
Binance,Freelance Online Data Analyst,Saudi Arabia,Yes,Trainee,2025-02-05,No,472,"Python, SQL, ETL, Tableau, Excel, Data Visualization",£30K - £40K
Talent Glider,Data Scientist,Saudi Arabia,No,Internship,2025-01-27,Yes,120,"Machine Learning, Statistics, Excel, Tableau, Power BI",£30K - £40K
CapsLock,Freelance Online Data Analyst,Poland,Yes,Trainee,2025-01-28,Yes,358,"Data Visualization, Statistics, Tableau, Big Data, ETL, Excel",€35K - €45K
Peroptyx,Sustainability Data Analyst,France,Yes,Senior,2025-02-20,No,131,"Statistics, Data Visualization, SQL",£30K - £40K
CapsLock,Sustainability Data Analyst,Norway,No,Mid-level,2025-02-01,Yes,345,"Big Data, Tableau, Data Visualization",£30K - £40K
Binance,Sustainability Data Analyst,Nigeria,Yes,Fellowship,2025-02-14,Yes,461,"Tableau, Excel, Data Visualization, Machine Learning, Statistics",£40K - £50K
Peroptyx,Online Data Analyst,United Kingdom,No,Freelance,2025-02-16,No,79,"ETL, Statistics, Machine Learning, Big Data, Excel, Tableau",£30K - £40K
Peroptyx,Online Data Analyst,United Kingdom,No,Internship,2025-02-21,No,384,"Statistics, Machine Learning, Excel, SQL, Python, Data Visualization",£30K - £40K
Peroptyx,Sustainability Data Analyst,Portugal,Yes,Senior,2025-02-03,Yes,285,"SQL, Python, Big Data, Excel, Data Visualization, Machine Learning",€35K - €45K
Talent Glider,Online Data Analyst,Nigeria,Yes,Internship,2025-02-09,No,254,"Python, Big Data, Machine Learning",£40K - £50K
Cochrane,Data Analyst,United Kingdom,Yes,Trainee,2025-01-24,Yes,248,"Statistics, Power BI, Excel, ETL",£40K - £50K
CapsLock,Data Analyst,Germany,Yes,Entry-level,2025-01-24,No,86,"Python, Big Data, ETL, Statistics",€35K - €45K
